arm,first_update,injection_coefficient,latent_cosine,latent_loss,latent_relative_l2,latent_rms,latent_variation_rms,loss,predicted_latent_rms,predicted_state_ce,state_ce,teacher_predicted_kl,token_accuracy,training_seconds,update,updates_in_bin,weighted_latent_loss
injection,1501,0.01,0.5731349438428879,0.3030964255332947,0.8255303502082825,0.9847256690263748,0.9632292538881302,0.31979268312454223,0.4558160603046417,2.316842496395111,0.01669625736773014,2.2835317850112915,0.994964212179184,248.17700283000704,1600,100,0.3030964255332947
injection,1601,0.01,0.6292587965726852,0.27736658304929734,0.7873629033565521,0.9779840856790543,0.9546768963336945,0.2919089609384537,0.4811905696988106,2.04769966006279,0.014542375956662,2.023502916097641,0.9957177931070328,263.1282378220003,1700,100,0.27736658304929734
injection,1701,0.01,0.7066208869218826,0.2381300674378872,0.7238732576370239,0.9710332751274109,0.9453358948230743,0.251837897002697,0.5379147082567215,1.7752049565315247,0.013707829881459474,1.7495752274990082,0.9960140186548233,278.1338602820015,1800,100,0.2381300674378872
injection,1801,0.01,0.7731649577617645,0.19370080545544624,0.6495670676231384,0.9640693217515945,0.9379188865423203,0.20567647203803063,0.6253352165222168,1.461864560842514,0.011975666685029864,1.4398644864559174,0.9964648622274399,293.1699377060013,1900,100,0.19370080545544624
injection,1901,0.01,0.8183878064155579,0.15687444314360618,0.5858406573534012,0.9578992873430252,0.9306141436100006,0.16815694376826287,0.7038501352071762,1.1891080439090729,0.011282499791122972,1.1697704195976257,0.996731789112091,308.41664683500676,2000,100,0.15687444314360618
injection,2001,0.01,0.8422918617725372,0.13483828902244568,0.5446733832359314,0.953302800655365,0.9235241413116455,0.1459371979534626,0.7613780796527863,0.973168820142746,0.011098908928688615,0.9562877118587494,0.9966723835468292,324.0510266570145,2100,100,0.13483828902244568
injection,2101,0.01,0.8452083468437195,0.12820461347699166,0.5366756319999695,0.9505135864019394,0.9181228131055832,0.13892270550131797,0.789267435669899,0.8743153363466263,0.01071809221059084,0.8589726835489273,0.9967960804700852,339.3917286540036,2200,100,0.12820461347699166
injection,2201,0.01,0.8418119549751282,0.12956073984503746,0.540808379650116,0.9487124979496002,0.9152773320674896,0.1384527149796486,0.7901327759027481,0.796194538474083,0.008891974943690002,0.7818015515804291,0.9972558754682541,354.5076296580064,2300,100,0.12956073984503746
injection,2301,0.01,0.8385045975446701,0.1311066935956478,0.5455861687660217,0.9472276717424393,0.9114871770143509,0.14037810653448105,0.7839265167713165,0.7520234137773514,0.009271413208916784,0.7399895787239075,0.9970630103349686,369.6147560320114,2400,100,0.1311066935956478
injection,2401,0.01,0.8377691209316254,0.1318088422715664,0.54668328166008,0.9450822025537491,0.9077666103839874,0.14047425910830497,0.7759280055761337,0.6570864021778107,0.008665416822768748,0.6462143212556839,0.9972811061143875,384.74307136601965,2500,100,0.1318088422715664
injection,2501,0.01,0.8411912620067596,0.12877055138349533,0.541507214307785,0.9423539340496063,0.90277960896492,0.13839418292045594,0.7755787819623947,0.5639954209327698,0.00962363112019375,0.5545328706502914,0.9969319850206375,399.7436868860241,2600,100,0.12877055138349533
injection,2601,0.01,0.8510434329509735,0.12223069131374359,0.5262276530265808,0.9397610574960709,0.9002355635166168,0.12988000623881818,0.7783879488706589,0.46925122290849686,0.007649314401205629,0.4620639607310295,0.9976090675592423,414.87446045102297,2700,100,0.12223069131374359
injection,2701,0.01,0.8638782054185867,0.11258162744343281,0.5051761344075203,0.9369569718837738,0.8963825702667236,0.1199790932238102,0.7892704159021378,0.3915938138961792,0.007397465188987553,0.3840392529964447,0.9976758009195328,430.0604415630187,2800,100,0.11258162744343281
injection,2801,0.01,0.8754469603300095,0.10269049488008022,0.4847368001937866,0.9342652708292007,0.8930473327636719,0.10992032535374165,0.8025862127542496,0.3090207129716873,0.007229830112773925,0.30223705619573593,0.997714861035347,445.10834394402445,2900,100,0.10269049488008022
injection,2901,0.01,0.8842717260122299,0.0956156674027443,0.468471996486187,0.9318873733282089,0.8904572874307632,0.10303568564355374,0.8098174333572388,0.25389618426561356,0.007420018066186458,0.24706001207232475,0.9976937049627304,460.09873140602576,3000,100,0.0956156674027443
